
 Document Pair(0,0) 	 Similarity Score: 104.16570536933631

 Document Pair(24,100) 	 Similarity Score: 20.759206055720583

 Document Pair(25,0) 	 Similarity Score: 29.957321249286462

 Document Pair(25,1) 	 Similarity Score: 138.92190129982208

 Document Pair(25,2) 	 Similarity Score: 45.86714549152568

 Document Pair(25,3) 	 Similarity Score: 43.27206955347034

 Document Pair(25,4) 	 Similarity Score: 46.70413111920848

 Document Pair(25,5) 	 Similarity Score: 45.86714549152568

 Document Pair(25,6) 	 Similarity Score: 45.86714549152568

 Document Pair(25,7) 	 Similarity Score: 138.92190129982208

 Document Pair(25,8) 	 Similarity Score: 37.72787143190125

 Document Pair(25,9) 	 Similarity Score: 138.92190129982208

 Document Pair(25,10) 	 Similarity Score: 45.86714549152568

 Document Pair(25,11) 	 Similarity Score: 28.0965799306938

 Document Pair(25,12) 	 Similarity Score: 138.92190129982208

 Document Pair(25,13) 	 Similarity Score: 138.92190129982208

 Document Pair(25,14) 	 Similarity Score: 138.92190129982208

 Document Pair(25,15) 	 Similarity Score: 40.96557719944599

 Document Pair(25,16) 	 Similarity Score: 45.86714549152568

 Document Pair(25,17) 	 Similarity Score: 45.86714549152568

 Document Pair(25,18) 	 Similarity Score: 138.92190129982208

 Document Pair(25,19) 	 Similarity Score: 40.93143062330585

 Document Pair(25,20) 	 Similarity Score: 45.86714549152568

 Document Pair(25,21) 	 Similarity Score: 40.58155927171812

 Document Pair(25,22) 	 Similarity Score: 40.96557719944599

 Document Pair(25,23) 	 Similarity Score: 40.38873605350878

 Document Pair(25,24) 	 Similarity Score: 37.72787143190125

 Document Pair(25,25) 	 Similarity Score: 138.92190129982208

 Document Pair(25,26) 	 Similarity Score: 138.92190129982208

 Document Pair(25,27) 	 Similarity Score: 138.92190129982208

 Document Pair(25,28) 	 Similarity Score: 138.92190129982208

 Document Pair(25,29) 	 Similarity Score: 138.92190129982208

 Document Pair(25,30) 	 Similarity Score: 45.86714549152568

 Document Pair(25,31) 	 Similarity Score: 45.86714549152568

 Document Pair(25,32) 	 Similarity Score: 45.86714549152568

 Document Pair(25,33) 	 Similarity Score: 138.92190129982208

 Document Pair(25,34) 	 Similarity Score: 26.811533811265715

 Document Pair(25,35) 	 Similarity Score: 52.02038957289869

 Document Pair(25,36) 	 Similarity Score: 45.86714549152568

 Document Pair(25,37) 	 Similarity Score: 22.858904592702636

 Document Pair(25,38) 	 Similarity Score: 36.90303450404185

 Document Pair(25,39) 	 Similarity Score: 45.80660672290758

 Document Pair(25,40) 	 Similarity Score: 42.153542900054305

 Document Pair(25,41) 	 Similarity Score: 40.96557719944599

 Document Pair(25,42) 	 Similarity Score: 26.8055013698448

 Document Pair(25,43) 	 Similarity Score: 26.804828533831106

 Document Pair(25,44) 	 Similarity Score: 28.083430226718786

 Document Pair(25,45) 	 Similarity Score: 45.86714549152568

 Document Pair(25,46) 	 Similarity Score: 34.90281353369618

 Document Pair(25,47) 	 Similarity Score: 138.92190129982208

 Document Pair(25,48) 	 Similarity Score: 138.92190129982208

 Document Pair(25,49) 	 Similarity Score: 45.86714549152568

 Document Pair(25,50) 	 Similarity Score: 138.92190129982208

 Document Pair(25,51) 	 Similarity Score: 138.92190129982208

 Document Pair(25,52) 	 Similarity Score: 45.86714549152568

 Document Pair(25,53) 	 Similarity Score: 28.0965799306938

 Document Pair(25,54) 	 Similarity Score: 43.27206955347034

 Document Pair(25,55) 	 Similarity Score: 41.55424129728492

 Document Pair(25,56) 	 Similarity Score: 33.55494774156366

 Document Pair(25,57) 	 Similarity Score: 138.92190129982208

 Document Pair(25,58) 	 Similarity Score: 138.92190129982208

 Document Pair(25,59) 	 Similarity Score: 138.92190129982208

 Document Pair(25,60) 	 Similarity Score: 26.804061349352505

 Document Pair(25,61) 	 Similarity Score: 45.86714549152568

 Document Pair(25,62) 	 Similarity Score: 45.86714549152568

 Document Pair(25,63) 	 Similarity Score: 45.86714549152568

 Document Pair(25,64) 	 Similarity Score: 138.92190129982208

 Document Pair(25,65) 	 Similarity Score: 42.153542900054305

 Document Pair(25,66) 	 Similarity Score: 51.10756586717151

 Document Pair(25,67) 	 Similarity Score: 138.92190129982208

 Document Pair(25,68) 	 Similarity Score: 138.92190129982208

 Document Pair(25,69) 	 Similarity Score: 45.86714549152568

 Document Pair(25,70) 	 Similarity Score: 138.92190129982208

 Document Pair(25,71) 	 Similarity Score: 138.92190129982208

 Document Pair(25,72) 	 Similarity Score: 45.86714549152568

 Document Pair(25,73) 	 Similarity Score: 22.858904592702636

 Document Pair(25,74) 	 Similarity Score: 43.27206955347034

 Document Pair(25,75) 	 Similarity Score: 43.27206955347034

 Document Pair(25,76) 	 Similarity Score: 43.27206955347034

 Document Pair(25,77) 	 Similarity Score: 26.804061349352505

 Document Pair(25,78) 	 Similarity Score: 43.27206955347034

 Document Pair(25,79) 	 Similarity Score: 45.86714549152568

 Document Pair(25,80) 	 Similarity Score: 43.27206955347034

 Document Pair(25,81) 	 Similarity Score: 28.409806770854196

 Document Pair(25,82) 	 Similarity Score: 45.86714549152568

 Document Pair(25,83) 	 Similarity Score: 138.92190129982208

 Document Pair(25,84) 	 Similarity Score: 45.86714549152568

 Document Pair(25,85) 	 Similarity Score: 45.86714549152568

 Document Pair(25,86) 	 Similarity Score: 45.86714549152568

 Document Pair(25,87) 	 Similarity Score: 138.92190129982208

 Document Pair(25,88) 	 Similarity Score: 45.86714549152568

 Document Pair(25,89) 	 Similarity Score: 138.92190129982208

 Document Pair(25,90) 	 Similarity Score: 42.153542900054305

 Document Pair(25,91) 	 Similarity Score: 138.92190129982208

 Document Pair(25,92) 	 Similarity Score: 43.27206955347034

 Document Pair(25,93) 	 Similarity Score: 26.811533811265715

 Document Pair(25,94) 	 Similarity Score: 43.27206955347034

 Document Pair(25,95) 	 Similarity Score: 43.27206955347034

 Document Pair(25,96) 	 Similarity Score: 42.153542900054305

 Document Pair(25,97) 	 Similarity Score: 53.31575682876463

 Document Pair(25,98) 	 Similarity Score: 45.86714549152568

 Document Pair(25,99) 	 Similarity Score: 43.27206955347034

 Document Pair(25,100) 	 Similarity Score: 26.808112963397658

 Document Pair(26,0) 	 Similarity Score: 29.957321249286462

 Document Pair(26,1) 	 Similarity Score: 138.92190129982208

 Document Pair(26,2) 	 Similarity Score: 45.86714549152568

 Document Pair(26,3) 	 Similarity Score: 43.27206955347034

 Document Pair(26,4) 	 Similarity Score: 46.70413111920848

 Document Pair(26,5) 	 Similarity Score: 45.86714549152568

 Document Pair(26,6) 	 Similarity Score: 45.86714549152568

 Document Pair(26,7) 	 Similarity Score: 138.92190129982208

 Document Pair(26,8) 	 Similarity Score: 37.72787143190125

 Document Pair(26,9) 	 Similarity Score: 138.92190129982208

 Document Pair(26,10) 	 Similarity Score: 45.86714549152568

 Document Pair(26,11) 	 Similarity Score: 28.0965799306938

 Document Pair(26,12) 	 Similarity Score: 138.92190129982208

 Document Pair(26,13) 	 Similarity Score: 138.92190129982208

 Document Pair(26,14) 	 Similarity Score: 138.92190129982208

 Document Pair(26,15) 	 Similarity Score: 40.96557719944599

 Document Pair(26,16) 	 Similarity Score: 45.86714549152568

 Document Pair(26,17) 	 Similarity Score: 45.86714549152568

 Document Pair(26,18) 	 Similarity Score: 138.92190129982208

 Document Pair(26,19) 	 Similarity Score: 40.93143062330585

 Document Pair(26,20) 	 Similarity Score: 45.86714549152568

 Document Pair(26,21) 	 Similarity Score: 40.58155927171812

 Document Pair(26,22) 	 Similarity Score: 40.96557719944599

 Document Pair(26,23) 	 Similarity Score: 40.38873605350878

 Document Pair(26,24) 	 Similarity Score: 37.72787143190125

 Document Pair(26,25) 	 Similarity Score: 138.92190129982208

 Document Pair(26,26) 	 Similarity Score: 138.92190129982208

 Document Pair(26,27) 	 Similarity Score: 138.92190129982208

 Document Pair(26,28) 	 Similarity Score: 138.92190129982208

 Document Pair(26,29) 	 Similarity Score: 138.92190129982208

 Document Pair(26,30) 	 Similarity Score: 45.86714549152568

 Document Pair(26,31) 	 Similarity Score: 45.86714549152568

 Document Pair(26,32) 	 Similarity Score: 45.86714549152568

 Document Pair(26,33) 	 Similarity Score: 138.92190129982208

 Document Pair(26,34) 	 Similarity Score: 26.811533811265715

 Document Pair(26,35) 	 Similarity Score: 52.02038957289869

 Document Pair(26,36) 	 Similarity Score: 45.86714549152568

 Document Pair(26,37) 	 Similarity Score: 22.858904592702636

 Document Pair(26,38) 	 Similarity Score: 36.90303450404185

 Document Pair(26,39) 	 Similarity Score: 45.80660672290758

 Document Pair(26,40) 	 Similarity Score: 42.153542900054305

 Document Pair(26,41) 	 Similarity Score: 40.96557719944599

 Document Pair(26,42) 	 Similarity Score: 26.8055013698448

 Document Pair(26,43) 	 Similarity Score: 26.804828533831106

 Document Pair(26,44) 	 Similarity Score: 28.083430226718786

 Document Pair(26,45) 	 Similarity Score: 45.86714549152568

 Document Pair(26,46) 	 Similarity Score: 34.90281353369618

 Document Pair(26,47) 	 Similarity Score: 138.92190129982208

 Document Pair(26,48) 	 Similarity Score: 138.92190129982208

 Document Pair(26,49) 	 Similarity Score: 45.86714549152568

 Document Pair(26,50) 	 Similarity Score: 138.92190129982208

 Document Pair(26,51) 	 Similarity Score: 138.92190129982208

 Document Pair(26,52) 	 Similarity Score: 45.86714549152568

 Document Pair(26,53) 	 Similarity Score: 28.0965799306938

 Document Pair(26,54) 	 Similarity Score: 43.27206955347034

 Document Pair(26,55) 	 Similarity Score: 41.55424129728492

 Document Pair(26,56) 	 Similarity Score: 33.55494774156366

 Document Pair(26,57) 	 Similarity Score: 138.92190129982208

 Document Pair(26,58) 	 Similarity Score: 138.92190129982208

 Document Pair(26,59) 	 Similarity Score: 138.92190129982208

 Document Pair(26,60) 	 Similarity Score: 26.804061349352505

 Document Pair(26,61) 	 Similarity Score: 45.86714549152568

 Document Pair(26,62) 	 Similarity Score: 45.86714549152568

 Document Pair(26,63) 	 Similarity Score: 45.86714549152568

 Document Pair(26,64) 	 Similarity Score: 138.92190129982208

 Document Pair(26,65) 	 Similarity Score: 42.153542900054305

 Document Pair(26,66) 	 Similarity Score: 51.10756586717151

 Document Pair(26,67) 	 Similarity Score: 138.92190129982208

 Document Pair(26,68) 	 Similarity Score: 138.92190129982208

 Document Pair(26,69) 	 Similarity Score: 45.86714549152568

 Document Pair(26,70) 	 Similarity Score: 138.92190129982208

 Document Pair(26,71) 	 Similarity Score: 138.92190129982208

 Document Pair(26,72) 	 Similarity Score: 45.86714549152568

 Document Pair(26,73) 	 Similarity Score: 22.858904592702636

 Document Pair(26,74) 	 Similarity Score: 43.27206955347034

 Document Pair(26,75) 	 Similarity Score: 43.27206955347034

 Document Pair(26,76) 	 Similarity Score: 43.27206955347034

 Document Pair(26,77) 	 Similarity Score: 26.804061349352505

 Document Pair(26,78) 	 Similarity Score: 43.27206955347034

 Document Pair(26,79) 	 Similarity Score: 45.86714549152568

 Document Pair(26,80) 	 Similarity Score: 43.27206955347034

 Document Pair(26,81) 	 Similarity Score: 28.409806770854196

 Document Pair(26,82) 	 Similarity Score: 45.86714549152568

 Document Pair(26,83) 	 Similarity Score: 138.92190129982208

 Document Pair(26,84) 	 Similarity Score: 45.86714549152568

 Document Pair(26,85) 	 Similarity Score: 45.86714549152568

 Document Pair(26,86) 	 Similarity Score: 45.86714549152568

 Document Pair(26,87) 	 Similarity Score: 138.92190129982208

 Document Pair(26,88) 	 Similarity Score: 45.86714549152568

 Document Pair(26,89) 	 Similarity Score: 138.92190129982208

 Document Pair(26,90) 	 Similarity Score: 42.153542900054305

 Document Pair(26,91) 	 Similarity Score: 138.92190129982208

 Document Pair(26,92) 	 Similarity Score: 43.27206955347034

 Document Pair(26,93) 	 Similarity Score: 26.811533811265715

 Document Pair(26,94) 	 Similarity Score: 43.27206955347034

 Document Pair(26,95) 	 Similarity Score: 43.27206955347034

 Document Pair(26,96) 	 Similarity Score: 42.153542900054305

 Document Pair(26,97) 	 Similarity Score: 53.31575682876463

 Document Pair(26,98) 	 Similarity Score: 45.86714549152568

 Document Pair(26,99) 	 Similarity Score: 43.27206955347034

 Document Pair(26,100) 	 Similarity Score: 26.808112963397658

 Document Pair(27,0) 	 Similarity Score: 29.957321249286462

 Document Pair(27,1) 	 Similarity Score: 138.92190129982208

 Document Pair(27,2) 	 Similarity Score: 45.86714549152568

 Document Pair(27,3) 	 Similarity Score: 43.27206955347034

 Document Pair(27,4) 	 Similarity Score: 46.70413111920848

 Document Pair(27,5) 	 Similarity Score: 45.86714549152568

 Document Pair(27,6) 	 Similarity Score: 45.86714549152568

 Document Pair(27,7) 	 Similarity Score: 138.92190129982208

 Document Pair(27,8) 	 Similarity Score: 37.72787143190125

 Document Pair(27,9) 	 Similarity Score: 138.92190129982208

 Document Pair(27,10) 	 Similarity Score: 45.86714549152568

 Document Pair(27,11) 	 Similarity Score: 28.0965799306938

 Document Pair(27,12) 	 Similarity Score: 138.92190129982208

 Document Pair(27,13) 	 Similarity Score: 138.92190129982208

 Document Pair(27,14) 	 Similarity Score: 138.92190129982208

 Document Pair(27,15) 	 Similarity Score: 40.96557719944599

 Document Pair(27,16) 	 Similarity Score: 45.86714549152568

 Document Pair(27,17) 	 Similarity Score: 45.86714549152568

 Document Pair(27,18) 	 Similarity Score: 138.92190129982208

 Document Pair(27,19) 	 Similarity Score: 40.93143062330585

 Document Pair(27,20) 	 Similarity Score: 45.86714549152568

 Document Pair(27,21) 	 Similarity Score: 40.58155927171812

 Document Pair(27,22) 	 Similarity Score: 40.96557719944599

 Document Pair(27,23) 	 Similarity Score: 40.38873605350878

 Document Pair(27,24) 	 Similarity Score: 37.72787143190125

 Document Pair(27,25) 	 Similarity Score: 138.92190129982208

 Document Pair(27,26) 	 Similarity Score: 138.92190129982208

 Document Pair(27,27) 	 Similarity Score: 138.92190129982208

 Document Pair(27,28) 	 Similarity Score: 138.92190129982208

 Document Pair(27,29) 	 Similarity Score: 138.92190129982208

 Document Pair(27,30) 	 Similarity Score: 45.86714549152568

 Document Pair(27,31) 	 Similarity Score: 45.86714549152568

 Document Pair(27,32) 	 Similarity Score: 45.86714549152568

 Document Pair(27,33) 	 Similarity Score: 138.92190129982208

 Document Pair(27,34) 	 Similarity Score: 26.811533811265715

 Document Pair(27,35) 	 Similarity Score: 52.02038957289869

 Document Pair(27,36) 	 Similarity Score: 45.86714549152568

 Document Pair(27,37) 	 Similarity Score: 22.858904592702636

 Document Pair(27,38) 	 Similarity Score: 36.90303450404185

 Document Pair(27,39) 	 Similarity Score: 45.80660672290758

 Document Pair(27,40) 	 Similarity Score: 42.153542900054305

 Document Pair(27,41) 	 Similarity Score: 40.96557719944599

 Document Pair(27,42) 	 Similarity Score: 26.8055013698448

 Document Pair(27,43) 	 Similarity Score: 26.804828533831106

 Document Pair(27,44) 	 Similarity Score: 28.083430226718786

 Document Pair(27,45) 	 Similarity Score: 45.86714549152568

 Document Pair(27,46) 	 Similarity Score: 34.90281353369618

 Document Pair(27,47) 	 Similarity Score: 138.92190129982208

 Document Pair(27,48) 	 Similarity Score: 138.92190129982208

 Document Pair(27,49) 	 Similarity Score: 45.86714549152568

 Document Pair(27,50) 	 Similarity Score: 138.92190129982208

 Document Pair(27,51) 	 Similarity Score: 138.92190129982208

 Document Pair(27,52) 	 Similarity Score: 45.86714549152568

 Document Pair(27,53) 	 Similarity Score: 28.0965799306938

 Document Pair(27,54) 	 Similarity Score: 43.27206955347034

 Document Pair(27,55) 	 Similarity Score: 41.55424129728492

 Document Pair(27,56) 	 Similarity Score: 33.55494774156366

 Document Pair(27,57) 	 Similarity Score: 138.92190129982208

 Document Pair(27,58) 	 Similarity Score: 138.92190129982208

 Document Pair(27,59) 	 Similarity Score: 138.92190129982208

 Document Pair(27,60) 	 Similarity Score: 26.804061349352505

 Document Pair(27,61) 	 Similarity Score: 45.86714549152568

 Document Pair(27,62) 	 Similarity Score: 45.86714549152568

 Document Pair(27,63) 	 Similarity Score: 45.86714549152568

 Document Pair(27,64) 	 Similarity Score: 138.92190129982208

 Document Pair(27,65) 	 Similarity Score: 42.153542900054305

 Document Pair(27,66) 	 Similarity Score: 51.10756586717151

 Document Pair(27,67) 	 Similarity Score: 138.92190129982208

 Document Pair(27,68) 	 Similarity Score: 138.92190129982208

 Document Pair(27,69) 	 Similarity Score: 45.86714549152568

 Document Pair(27,70) 	 Similarity Score: 138.92190129982208

 Document Pair(27,71) 	 Similarity Score: 138.92190129982208

 Document Pair(27,72) 	 Similarity Score: 45.86714549152568

 Document Pair(27,73) 	 Similarity Score: 22.858904592702636

 Document Pair(27,74) 	 Similarity Score: 43.27206955347034

 Document Pair(27,75) 	 Similarity Score: 43.27206955347034

 Document Pair(27,76) 	 Similarity Score: 43.27206955347034

 Document Pair(27,77) 	 Similarity Score: 26.804061349352505

 Document Pair(27,78) 	 Similarity Score: 43.27206955347034

 Document Pair(27,79) 	 Similarity Score: 45.86714549152568
